,seed,feature_set,Years_Education,Age,Diabetes,Hypertension,Sex,BMI,apoe4_carriage,log2_Calp,guild_abundance,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_cellulosilyticus_abundance,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_sp_CAG_471_abundance,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis_abundance,mr_vol_r_hippocampus,LOAD_CorticalSignature_Thickness,mr_vol_tot_wmhypointensities,combined.centiloid,LUMIPULSE_CSF_tTau,LUMIPULSE_CSF_pTau,Tauopathy
17,410,AD_guild_split,0.013202856093098247,0.012427619095762283,0.005920991489189335,0.017227843843401505,0.003875780850639599,0.022854552460441,0.027581510296153945,0.01612368153920397,,0.018733863923725946,0.013665767803647796,0.009429714820031925,0.04969987658910885,0.027982359078336377,0.025915308190251122,0.41865613253365624,0.08135564496821497,0.13524287162461981,0.10010362480051695
18,4507,clinical_base,0.15653039827478618,0.18687616842945926,0.03923973418702621,0.10463775361986091,0.04323943708377898,0.2844906708511722,0.18498583755391632,,,,,,,,,,,,
19,4507,clinical_guild,0.09139213393727638,0.09761068848181151,0.02603242919560027,0.08198547087363145,0.02303960658329523,0.1653480065934998,0.14996829477546175,0.16835167991322278,0.1962716896462009,,,,,,,,,,
20,4507,clinical_guild_split,0.09135266762540227,0.08980092295084724,0.025110540444817687,0.07875112405637823,0.027346038029876403,0.12294037926780209,0.151430207697335,0.1190361966353349,,0.08476067226245071,0.10407443826476949,0.10539681276498579,,,,,,,
21,4507,brain_base,0.10257108952449866,0.0901646668048882,0.025331471284020655,0.06722605344851365,0.012117675735377411,0.09941003545598857,0.15484065925398932,,,,,,0.14992639815700856,0.1861320305414807,0.11227991979423438,,,,
22,4507,brain_guild,0.06850825718051545,0.06712292689992971,0.017343812264834724,0.05192709559535081,0.01297836419725103,0.09815284175832259,0.13144703924277687,0.08330831834374357,0.13135972061009663,,,,0.12061025981212799,0.13050091849713258,0.086740445597918,,,,
23,4507,brain_guild_split,0.061370266751393586,0.0576953579867775,0.020501991985878668,0.05215215748664617,0.010812438932309655,0.0799492000423046,0.1057642159244868,0.09921771620086987,,0.05215333926873814,0.06341286726245463,0.09206363294890517,0.10084329712330913,0.12463282451804164,0.07943069356788453,,,,
24,4507,AD_base,0.03182652046285056,0.02819951344874085,0.0012348306105659048,0.014909977370388645,0.00041169991080878014,0.021141785133968853,0.04790648300690663,,,,,,0.04048928548764653,0.04567766264701758,0.033252896656981175,0.41475990772229776,0.06812187899340703,0.15341889097583616,0.09864866757258352
25,4507,AD_guild,0.01624942787571869,0.013792537014937753,0.0,0.01302902661286744,0.0020956175722941697,0.014963386802661063,0.030381704597677642,0.011859885703369323,0.02514401687824736,,,,0.022673113659491304,0.03650955860510659,0.013451996358873982,0.5559793583841997,0.062240338048538096,0.11623917259666168,0.06539085928935533
26,4507,AD_guild_split,0.020099421872513835,0.013697988032917672,0.0015067708058502695,0.01288521458516044,0.0021112033970797895,0.013922820355427945,0.026711001708215547,0.01705441529523535,,0.02987516182784145,0.010573875716850185,0.018034284454711915,0.034054221261161054,0.03404742465383957,0.017626752617024597,0.43101150551369105,0.07374515797787051,0.13774011119833915,0.1053026687262698
27,4013,clinical_base,0.1493977743550021,0.22825199103412944,0.04828844529316583,0.1101736466484028,0.04587353376078519,0.286783721777961,0.13123088713055373,,,,,,,,,,,,
28,4013,clinical_guild,0.10171561528197402,0.13818302216869482,0.033189649434318756,0.07696993648132305,0.02426184996004733,0.16017788628732912,0.103291327732122,0.16809613043720234,0.1941145822169884,,,,,,,,,,
29,4013,clinical_guild_split,0.0797924896626136,0.1218114968167763,0.024675729219804994,0.059886793950075144,0.016738794531906683,0.13104920556037788,0.09318363803738025,0.13979434241326202,,0.100408231887037,0.10729917883043553,0.1253600990903304,,,,,,,
30,4013,brain_base,0.07614822148324601,0.11649477340782866,0.03009787659761856,0.06614980141658428,0.018897973201299646,0.11493255755184935,0.07809305474032927,,,,,,0.1416090543977433,0.20899438048453853,0.14858230671896247,,,,
31,4013,brain_guild,0.06056735492376126,0.09825592102984966,0.021860547797538207,0.05340123367268868,0.010485836095527343,0.09353042353839387,0.06566772273238469,0.09088381738521571,0.1354693515251235,,,,0.10248636903702503,0.16044008787136296,0.10695133439112894,,,,
32,4013,brain_guild_split,0.05481520442073163,0.07751084749207965,0.016438231002714077,0.04357212907815405,0.008868518175199612,0.07737636142049982,0.068372842590442,0.09206831686772561,,0.07047998410159073,0.07363723451951051,0.0830359970181315,0.10540256732543417,0.14210422830168373,0.08631753768610288,,,,
33,4013,AD_base,0.028832222990222547,0.028691789146935057,0.0033528049888196126,0.029138309885863044,0.001877599522803796,0.025940280604256884,0.0213808295613326,,,,,,0.04443832079122835,0.0367225380050812,0.040093362065000256,0.4078636238808728,0.08795347676011055,0.17157454129868926,0.07214030049878398
34,4013,AD_guild,0.01195082222545263,0.01620307034391271,0.0029429917484510523,0.010300098876236254,0.002587270183902397,0.02256915978254948,0.02197494682013376,0.015481492333194243,0.03487150906094863,,,,0.04337061372867006,0.04052122067764264,0.0212271626309096,0.4640429488022583,0.08622583333658053,0.1256872311480804,0.08004362830107731
35,4013,AD_guild_split,0.01377486895092466,0.014583030348736089,0.0016019681428566179,0.013402491310657155,0.001181269448097279,0.018374536890938938,0.02298206577666362,0.014566867599218894,,0.02872155332225627,0.026224012346258044,0.009436560343786014,0.041503361052884866,0.043266961813244804,0.014207002853194442,0.41010352459422134,0.0907880627026848,0.14981673002816692,0.08546513247520933
36,3658,clinical_base,0.14041724081726434,0.21828290179051157,0.04679691501533916,0.10990420627320599,0.034807995581438794,0.3305072712703338,0.11928346925190624,,,,,,,,,,,,
37,3658,clinical_guild,0.08202716790498696,0.12047820071932117,0.026579949800657525,0.07917175460963369,0.03145084082680275,0.14492748115316384,0.11306691345867259,0.1579274032558891,0.24437028827087245,,,,,,,,,,
38,3658,clinical_guild_split,0.060030861470041136,0.12584909522566087,0.017685945472481705,0.08089300742584107,0.02222532287302465,0.12904415635572133,0.0954874367326555,0.14316585604557702,,0.09401851246094728,0.10422096404047602,0.12737884189757345,,,,,,,
39,3658,brain_base,0.08502245170917933,0.12165189637958931,0.023973923998029292,0.08017467839079911,0.01683670212809346,0.10998813271484578,0.08675087991404257,,,,,,0.14730417493227638,0.1897688726609297,0.1385282871722149,,,,
40,3658,brain_guild,0.06353249261279917,0.09157684982010389,0.013162102695462797,0.061264571549186436,0.020998250295844838,0.08080739970554607,0.07557590943097865,0.08233144851302958,0.15077362223649385,,,,0.10774155189052834,0.14574106670626372,0.10649473454376265,,,,
41,3658,brain_guild_split,0.03760756740474529,0.0778479153404878,0.016281304754297322,0.05442390417269174,0.01334735656834166,0.06326838838037094,0.08388933944603082,0.08284859899684002,,0.0657585953261037,0.07172728901752298,0.08510897742224652,0.10190454301890063,0.14293583261091003,0.10305038754051081,,,,
42,3658,AD_base,0.014482449833723389,0.019383275402494907,0.0016404152977122703,0.010603759522235372,0.0055772760547168265,0.02352490757633562,0.030501109312462485,,,,,,0.04975496002022225,0.04315808493906981,0.031453027682520375,0.3987807929623709,0.13500669400326296,0.17245293809624151,0.06368030929663124
43,3658,AD_guild,0.009271372090079331,0.021833440491044232,0.0,0.006887025576251108,0.0004234234234234233,0.019643822787951706,0.018009257349575123,0.01248886305585882,0.020184538419244065,,,,0.027324408409355253,0.031220761971882012,0.018541496646853728,0.49427722931499946,0.09284391090109591,0.1968460464726362,0.030204403089749546
44,3658,AD_guild_split,0.010510331792436578,0.01861620352251155,0.002155233928746117,0.011086099112831213,0.00185098429835272,0.016168502465805576,0.014065263661118432,0.010178176359756078,,0.011236582110836963,0.01925160604609779,0.015124829970586852,0.02261900293955097,0.02319648924322108,0.016674985079691403,0.49692297736903507,0.08255268659187258,0.19722002590583343,0.030570019601715546
45,2287,clinical_base,0.14526075525576038,0.20417758802887645,0.038531895802465396,0.11956022369039948,0.04902939197965977,0.29648424090385184,0.1469559043389869,,,,,,,,,,,,
46,2287,clinical_guild,0.08383559719236777,0.10899861621930905,0.021295324606868723,0.0779411327951442,0.022756437968261465,0.16784791676216787,0.12405488977514934,0.17148808370566443,0.22178200097506712,,,,,,,,,,
47,2287,clinical_guild_split,0.07152135477841369,0.08572234030383741,0.017783634300624514,0.08236202953803808,0.01824626519701543,0.12565933068981527,0.11956538050897617,0.13407220469159853,,0.12489956615023745,0.12011006204395352,0.10005783179748996,,,,,,,
48,2287,brain_base,0.07566134507195398,0.10800965082958383,0.01960863294221091,0.06823809076294587,0.014160436574918542,0.1325865720921405,0.09436261523948325,,,,,,0.1489047020401487,0.18252439202398957,0.15594356242262492,,,,
49,2287,brain_guild,0.06453427172494977,0.062384895580136664,0.011515278685738007,0.05385094665428829,0.01427282202959376,0.09616448585015379,0.08660823003729518,0.11028716745890912,0.14244006853075314,,,,0.11877417826141945,0.11633432915456597,0.12283332603219675,,,,
50,2287,brain_guild_split,0.0518407573934246,0.0678355495861242,0.013133494414832908,0.056049552626885255,0.013253807382584946,0.0655815582932138,0.06979005900583679,0.08360315784193775,,0.08945716089802774,0.0867713231138901,0.06922180568865872,0.11126352706944437,0.12083845688172655,0.10135978980341225,,,,
51,2287,AD_base,0.022862394352127877,0.019930366084649355,0.002216328938960499,0.010772342080435891,0.0035828861700142297,0.0261708812969912,0.019559668080791362,,,,,,0.03091082025512634,0.03554548675898722,0.025838408126701275,0.5226990505221175,0.06637829061189858,0.12731407809116013,0.08621899863003865
52,2287,AD_guild,0.012528822622616955,0.017758844336913934,0.0005934343434343435,0.0109016276089101,0.0015987030062330646,0.015259223358551979,0.01717166948114034,0.014677904330650061,0.030468255365065457,,,,0.02834592418441229,0.030998000025504683,0.015319396948666549,0.53343830017758,0.05008970017291082,0.148914412037753,0.07193578199965633
53,2287,AD_guild_split,0.017314822694255487,0.01902270353830993,0.0023629602897951353,0.013104219532691407,0.0016369573584085336,0.01819766087907727,0.023598394436287994,0.012957422836323122,,0.02138776828708848,0.018820534796273332,0.01614047506432298,0.03633352497835458,0.021199893951828818,0.023071721432061376,0.45639967139185306,0.08150306295445622,0.14293404695850678,0.07401415862010549
54,1680,clinical_base,0.14833930965721243,0.18053778239038495,0.0370799266404875,0.14585443661587266,0.042964590261158654,0.28608299028110445,0.15914096415377943,,,,,,,,,,,,
55,1680,clinical_guild,0.09325405234766053,0.11205632251086901,0.019437702414130027,0.11526119359091819,0.027905219391889426,0.14260826380304564,0.10388218775388514,0.197011186248024,0.1885838719395782,,,,,,,,,,
56,1680,clinical_guild_split,0.08894619641869013,0.10684023292966197,0.014766464394056662,0.09339660333918921,0.023264467090946574,0.12360545640424206,0.0967702666892486,0.15907680170479438,,0.10395795928195635,0.10241937887767401,0.08695617286954004,,,,,,,
57,1680,brain_base,0.11351004775516982,0.09296027716498753,0.023634738094587455,0.10809633695915025,0.017448043956033287,0.10817117602925598,0.11726824355988168,,,,,,0.11155148672859772,0.17732491420194166,0.13003473555039471,,,,
58,1680,brain_guild,0.07640200687439865,0.09232833785164477,0.020401028609033197,0.0709251318716899,0.010580468525537368,0.07514958995578742,0.08194677536975861,0.12943613930304354,0.12783961914594041,,,,0.07495985788346851,0.14595574519049723,0.09407529941920031,,,,
59,1680,brain_guild_split,0.0568965102520311,0.06791613477940975,0.017034683278495895,0.06949562825670726,0.011397810277509366,0.07620818315505339,0.09049558523864677,0.1178155116914667,,0.06441909174219626,0.08068409923230571,0.054573486919232576,0.08995573746320647,0.13170212983632945,0.0714054078774094,,,,
60,1680,AD_base,0.033474078750120574,0.019729024913364007,0.004350031357660429,0.026540639870145356,0.002283849902689866,0.01570612606830649,0.03457929517841375,,,,,,0.03753222956450025,0.0495877684901389,0.019870756756919124,0.4770228475412731,0.10442868350281706,0.12701387428817187,0.04788079381547919
61,1680,AD_guild,0.03232605231649641,0.018534956868140107,0.0005984211866564808,0.023357378091881136,0.0018733271506119718,0.013245879780474864,0.038181064419965056,0.025998265652995428,0.037341586231848814,,,,0.02530561459681753,0.028271187576808778,0.02308963842953345,0.4587806152106065,0.09355605033247895,0.12834242321613118,0.05119753893855341
62,1680,AD_guild_split,0.02335371999747896,0.02018988119416368,0.002659540622836643,0.021718792691930177,0.006616131043041778,0.015135378261890054,0.028308812008518147,0.029971801442632697,,0.030812099468025593,0.01721245884787751,0.007817010698119988,0.023032975993048394,0.02103772327215007,0.0174185452469796,0.44759609665260625,0.09854392000450947,0.13451149177096702,0.05406362078322392
63,8936,clinical_base,0.1571219386700054,0.21262033971598118,0.043035728617672235,0.09808013499431562,0.044936041389334644,0.2946461344660328,0.14955968214665813,,,,,,,,,,,,
64,8936,clinical_guild,0.08662976867635293,0.1212846506894881,0.01871627915811605,0.07085551686555275,0.018260118803972984,0.15740667727017643,0.10773198753067757,0.17872977301438223,0.2403852279912809,,,,,,,,,,
65,8936,clinical_guild_split,0.07545633928122909,0.10836505830693957,0.023823750168218825,0.058957764242423716,0.01564914628712105,0.1166234769695048,0.1007722121673953,0.16131729952567828,,0.11269150799520408,0.08984114226319015,0.13650230279309514,,,,,,,
66,8936,brain_base,0.06988173637075173,0.10249769741401091,0.03319676226873581,0.0618089827124217,0.01941000916109467,0.13636964931429968,0.12527262327566813,,,,,,0.1447667597966426,0.1493105688334451,0.15748521085292966,,,,
67,8936,brain_guild,0.05656797040579554,0.0865934929031174,0.01786616007809169,0.048079982961114355,0.0108270746601816,0.09581923822406756,0.08890395599177203,0.10581893851491551,0.16317364929978834,,,,0.12558696833610283,0.11145724337521029,0.0893053252498429,,,,
68,8936,brain_guild_split,0.052428805787639796,0.07929675680628281,0.009731702813008346,0.03523111452028776,0.013678895453079935,0.08467966520604311,0.07180985380573993,0.10199977312858773,,0.08238596376758972,0.06252061289001737,0.09695532602483715,0.09217936999426232,0.1323119511888777,0.08479020861374618,,,,
69,8936,AD_base,0.017104958175411886,0.023419108892343544,0.0009850149850149843,0.015481096613851528,0.004376457683480351,0.025467597581513048,0.032557010912805516,,,,,,0.04042568496545687,0.03098312836004935,0.02484050451605622,0.5000660576062657,0.07861651286257347,0.14114280826557743,0.06453405857960026
70,8936,AD_guild,0.006362308298860276,0.01986303058042421,0.000408695652173913,0.008077982380309155,0.002869263937658684,0.013683351475492671,0.024523686347222417,0.02799902188268124,0.04698353896984378,,,,0.03329394718579235,0.024630535556778722,0.02113435468562663,0.5092545630592252,0.06795569936121475,0.13789921707952307,0.055060803547173014
71,8936,AD_guild_split,0.01438202205568567,0.014610316544666064,0.0018264149529543616,0.014341846904683729,0.0014165319974143503,0.018417001173285052,0.032504762871639434,0.026870616488289235,,0.031177232649127154,0.013022707391793014,0.02383725239844846,0.042828891484105715,0.03325154535782253,0.013952412453283998,0.4382793143219967,0.06652173969319562,0.14262101560969223,0.07013837565191673
72,1425,clinical_base,0.140060750507854,0.2159172066668759,0.047658088062425545,0.10373287573606618,0.05037168179495536,0.2941999630786002,0.1480594341532228,,,,,,,,,,,,
73,1425,clinical_guild,0.07459397373474515,0.12538573615202536,0.03605561529829308,0.080652037057552,0.026544271435579896,0.16765109649123777,0.13419714431663146,0.13801688180084834,0.21690324371308692,,,,,,,,,,
74,1425,clinical_guild_split,0.07494452800092649,0.11690882225384518,0.025846765468314534,0.07806808732182312,0.020162221290015065,0.13942696145730735,0.10451161338553405,0.11222385344587388,,0.11523319728183798,0.07667330422105907,0.1360006458734633,,,,,,,
75,1425,brain_base,0.06987009102814715,0.12429573920889726,0.027710311612592846,0.05547957264250901,0.0192386601827701,0.13134257826509824,0.1258101671231396,,,,,,0.11606014240898228,0.17086917246407873,0.1593235650637848,,,,
76,1425,brain_guild,0.05052593435235821,0.08863100161681606,0.018543892506854287,0.053443651494900345,0.01740201517338028,0.1033901273532919,0.08426874876291354,0.09829888338625516,0.13376398018195157,,,,0.09318570957977951,0.14174907454046873,0.1167969810510305,,,,
77,1425,brain_guild_split,0.05553107412126909,0.08623983398065693,0.012519324103514654,0.06582474574964473,0.01516935859072646,0.0683611942959501,0.0840127820353008,0.05858306806429572,,0.10246841412520531,0.05915977344782343,0.08707250163554998,0.07836216386063062,0.13465837745960185,0.09203738852983033,,,,
78,1425,AD_base,0.01853646422510557,0.018416336257528903,0.004799003173009731,0.013922572231898906,0.005642953638564608,0.020912941667575926,0.02576885184212901,,,,,,0.03890695258223303,0.04136099180354569,0.03164107663610419,0.49202217559337547,0.09687264408027196,0.11235397868017101,0.07884305758848613
79,1425,AD_guild,0.014423613910636115,0.023648425281236722,0.0010553150120021645,0.0051004164212557655,0.0035783330044689785,0.01652863891686799,0.027714206865545467,0.016328823264016426,0.04403858498618367,,,,0.023802862658946343,0.04090123021077588,0.027204015622306163,0.5027714281604037,0.06010172375086971,0.12594452258514083,0.06685785934934416
80,1425,AD_guild_split,0.01575500378632497,0.027611979628279854,0.0024206455725744817,0.007967154611592555,0.00320809933984833,0.022439943521497918,0.034663695818044564,0.013761738792466203,,0.03193265182788074,0.013434546728035181,0.02637568174291581,0.04314355132772991,0.04185608085305565,0.02065456770824917,0.3719471382753011,0.10059022151522436,0.15347789884294968,0.06875940010802958
81,9675,clinical_base,0.1521878300084036,0.2289173197767515,0.03679589190215095,0.14632789610167335,0.04675958162804138,0.28857345662843176,0.10043802395454743,,,,,,,,,,,,
82,9675,clinical_guild,0.07733472244613049,0.1355325220769521,0.02402120873892237,0.09179406356467316,0.02449422186841309,0.1589534416177692,0.07316832690973449,0.1646698522192547,0.25003164055815047,,,,,,,,,,
83,9675,clinical_guild_split,0.06213646374905591,0.13067005821474037,0.027414620876249914,0.07741619613145449,0.016591629199155092,0.12678711515727126,0.09184380026177417,0.14103280086440056,,0.11289819023309526,0.10158159103733838,0.11162753427546471,,,,,,,
84,9675,brain_base,0.06601723291828113,0.1359130210678368,0.017639403034702406,0.09337933734691597,0.01954487165303985,0.1279764653034065,0.08898216824022596,,,,,,0.1574684565580353,0.16686070854301888,0.12621833533453736,,,,
85,9675,brain_guild,0.053471107392068194,0.08757133355110121,0.01471735250841081,0.061734281498166725,0.017518565438216522,0.1000753155533392,0.07058053747483585,0.09542844559557913,0.1637596949882945,,,,0.11470586231980044,0.12756008449152192,0.09287741918866556,,,,
86,9675,brain_guild_split,0.04486672428952174,0.09383562080642305,0.016269270937825663,0.06575661271802025,0.014524774267252545,0.08022162197742817,0.060929307696575334,0.09403656741187341,,0.0809580244150029,0.0758012420648967,0.07197495463384032,0.0982048159861772,0.11627669750575231,0.08634376528941048,,,,
87,9675,AD_base,0.017171360551783536,0.029027696142845682,0.00329550358043329,0.019180683090249503,0.004249542813377881,0.020370268868558437,0.015677566131999422,,,,,,0.03045463903712764,0.03423240366333129,0.013147234066723237,0.50314490409102,0.08903497955897523,0.15647460857455403,0.06453860982902081
88,9675,AD_guild,0.015170904115895252,0.013111605686107449,0.0024328503212980718,0.01382198698203363,0.002190152256713604,0.006821870072934432,0.013033433532356954,0.01491366981813523,0.05477883212253542,,,,0.026986882926794856,0.02075186162228693,0.01884432538944495,0.49811331649660784,0.07076224136239348,0.17245746708772075,0.05580860020674109
89,9675,AD_guild_split,0.0236205490060444,0.021104690788231954,0.0015927721571314252,0.011891498113249585,0.005279620804759488,0.016234204127429788,0.021834457030962467,0.025291430143127038,,0.02948560895770736,0.013908146897158061,0.015515294225988708,0.03819161231288343,0.021667126310922623,0.018693028203485243,0.3888492219340604,0.10748060152238754,0.15993860876742044,0.07942152869705006
90,6913,clinical_base,0.1290503204065157,0.21637946889209428,0.04553015139272238,0.11381126248423626,0.04485665200599896,0.33052042896941874,0.11985171584901372,,,,,,,,,,,,
91,6913,clinical_guild,0.0766396462198002,0.12561982757023807,0.025386899606852146,0.08338710391965312,0.027793638872277968,0.18411197127404322,0.07951795945930713,0.1717127751964743,0.22583017788135384,,,,,,,,,,
92,6913,clinical_guild_split,0.06140496876184729,0.1051653244795379,0.02165951336628662,0.07651499190490145,0.02053755932037733,0.16047269440405773,0.07828035245075561,0.14682291636460973,,0.08503879879504263,0.12161097214636231,0.12249190800622144,,,,,,,
93,6913,brain_base,0.07357423314199488,0.11826784414022615,0.0221994951934758,0.06290073910724914,0.01948516649557834,0.12648498550880152,0.0731081235147106,,,,,,0.19162026710581112,0.19971037937426359,0.11264876641788887,,,,
94,6913,brain_guild,0.059662032279719404,0.07625137382652236,0.021583728015337304,0.058158346984599936,0.011133111865603935,0.0923793270724435,0.06177129263240779,0.09118275078742245,0.1288543742834442,,,,0.14535826875597913,0.16095746237053313,0.09270793112598684,,,,
95,6913,brain_guild_split,0.042729160268841236,0.07282734353743137,0.020326963571661433,0.04517812349208451,0.009250784651019363,0.08629016782984124,0.05644598518782509,0.08570677652429674,,0.037588373578156774,0.10319667178605454,0.0790788049413446,0.13628601686863667,0.1435922541718609,0.08150257359094559,,,,
96,6913,AD_base,0.009165740262055869,0.021023335407962012,0.003346811498046768,0.012459582598473575,0.003303418729282522,0.02697964450040563,0.02810404721289901,,,,,,0.048584073325221334,0.04330600323033714,0.02351506453466273,0.41876108716522,0.14290059629801413,0.16508114667301127,0.05346944856440803
97,6913,AD_guild,0.00594767086350199,0.01836944088101337,0.002488508060826853,0.008533291965672951,0.0008468468468468469,0.012274189812419962,0.02167802144769503,0.01641042196303794,0.038836540811689954,,,,0.044067938476354186,0.03405860400252241,0.018929019200838428,0.489841570267939,0.08607282255941567,0.1557520672449406,0.045893045595284954
98,6913,AD_guild_split,0.011631551079497584,0.018736262144936986,0.0020881101650706453,0.008066536491121438,0.0029927877143616625,0.01300888555205079,0.015290317044035485,0.025817496896170605,,0.01086088821507752,0.01674365460457839,0.01878520017514418,0.03577693419555521,0.04468605724892411,0.028164796888821765,0.44748161802623815,0.1049251592980281,0.1634746849983664,0.03146905926202102
99,521,clinical_base,0.12185630335186368,0.2376044951679318,0.03380615302190335,0.12430921770260324,0.044489869460437675,0.2977013649271327,0.1402325963681275,,,,,,,,,,,,
100,521,clinical_guild,0.0751886866709359,0.13617156586103518,0.018333358416410473,0.08370562659010977,0.018765947882946648,0.17313848602265902,0.11117489894256001,0.17022188081008074,0.21329954880326224,,,,,,,,,,
101,521,clinical_guild_split,0.055332275957861665,0.13431508091778482,0.018922549559648408,0.08588302022805447,0.020418198834779043,0.1377024788136107,0.09493751271303286,0.12227670838622817,,0.11174077727611706,0.09894937319110689,0.11952202412177591,,,,,,,
102,521,brain_base,0.06006577761449883,0.1237157065933474,0.029741144548503167,0.08089468047800917,0.020446230481322197,0.15093934818078225,0.1196095925731233,,,,,,0.1502447296193973,0.15665983546571016,0.10768295444530616,,,,
